d_company,fecha,Price,id_country,id_sector,Revenue:Q
763,2022-06-16,389.13,11,2,-2.192732444
680,2022-06-16,28.92,11,2,-38.10270572
233,2022-06-16,289.49,11,4,-33.43727501
266,2022-06-16,78.44,11,7,-11.51447695
497,2022-06-16,106.09,11,2,-35.88811947
571,2022-06-16,124.9,11,3,-18.50925971
1220,2022-06-16,30.52,11,10,-24.89053194
708,2022-06-16,72.19,11,6,5360099840
129,2022-06-16,142.89,11,10,-17.9729176
296,2022-06-16,112.87,11,4,-15.18673952
661,2022-06-16,352.61,11,4,-36.77728584
1057,2022-06-16,249.44,11,8,-38.60529257
827,2022-06-16,86.95,11,4,-21.77319965
6,2022-06-16,639.3,11,10,-21.38767184
51,2022-06-16,151.37,11,4,-23.55935889
766,2022-06-16,57.93,11,5,-22.07443799
31,2022-06-16,504.89,11,8,-43.2314034
130,2022-06-16,56.74,11,10,7.224604171
103,2022-06-16,124.28,11,3,-27.69480285
495,2022-06-16,190.64,11,10,-18.43773608
323,2022-06-16,121.93,26,5,-31.02964662
410,2022-06-16,513.69,11,5,-46.25060917
255,2022-06-16,161.38,11,2,-28.91533898
745,2022-06-16,56.05,11,4,5360099840
178,2022-06-16,45.84,11,2,-42.96706424
752,2022-06-16,303.39,11,4,3.068499662
597,2022-06-16,82.55,11,7,-44.95959109
817,2022-06-16,42.77,11,9,-39.13462028
577,2022-06-16,390.47,11,10,0.659279161
73,2022-06-16,208.19,11,5,-21.16000417
2258,2022-06-16,34.78,11,5,-17.40560647
71,2022-06-16,172.19,11,5,-13.37815978
564,2022-06-16,245.54,11,5,-39.73301833
7,2022-06-16,456.09,11,8,-33.87990863
1493,2022-06-16,101.47,11,8,-10.91669163
184,2022-06-16,45.41,11,2,-3.264874867
194,2022-06-16,118.74,11,6,-13.1585532
710,2022-06-16,48.87,11,9,76.08846303
627,2022-06-16,156.51,11,4,-20.67491604
437,2022-06-16,158.58,11,5,-6.846861402
56,2022-06-16,48.84,11,3,-34.76575704
120,2022-06-16,250.96,11,8,-19.61750251
1013,2022-06-16,44.5,11,10,1.376012568
892,2022-06-16,10.28,11,8,1.05699448
394,2022-06-16,28.76,11,9,-14.86521952
13,2022-06-16,189.05,11,4,-26.1973764
2004,2022-06-16,27.86,11,9,-27.24094219
560,2022-06-16,144.93,11,1,-15.89129936
719,2022-06-16,66.3,11,2,-36.61848822
461,2022-06-16,39.67,11,7,18.03772447
30,2022-06-16,120.62,11,7,-15.21573515
36,2022-06-16,94.28,11,3,-20.08320063
387,2022-06-16,13.65,11,3,-37.30355712
146,2022-06-16,142.34,11,5,21.27970351
631,2022-06-16,318.09,11,8,-5.181525084
420,2022-06-16,91.21,11,11,7.068810023
40,2022-06-16,37.65,11,2,-29.18139038
444,2022-06-16,77.7,11,9,-11.49397789
628,2022-06-16,282.69,11,8,-13.56192126
934,2022-06-16,46.35,11,4,-19.56141358
703,2022-06-16,84.1,11,5,-30.56039246
1150,2022-06-16,41.29,11,1,
513,2022-06-16,32.77,11,9,-5.855120192
1267,2022-06-16,147.45,11,10,-29.09513042
286,2022-06-16,30.45,11,6,-17.69007165
485,2022-06-16,190.83,14,2,-9.137908896
476,2022-06-16,455.69,11,5,-8.322453202
1510,2022-06-16,54.49,11,10,-24.3899584
336,2022-06-16,64.95,11,11,-5.158364383
635,2022-06-16,73.07,11,5,-5.624852635
371,2022-06-16,109.14,11,10,-7.335263634
749,2022-06-16,292.12,11,4,-36.93676038
505,2022-06-16,103.24,11,8,-13.45457575
1248,2022-06-16,51.69,11,2,19.42116465
152,2022-06-16,157.39,11,8,-17.59821563
145,2022-07-27,138.86,11,5,-16.7407449
1389,2022-07-27,60.54,11,5,-19.51390648
42,2022-07-27,109.99,11,8,-7.909649487
21,2022-07-27,151.15,11,8,13.20145764
886,2022-07-27,285.18,11,8,2.841689589
37,2022-07-27,297.53,26,4,-10.16320237
198,2022-07-27,79.79,11,3,1.728895182
54,2022-07-27,392.78,11,4,-20.33667813
949,2022-07-27,185.91,11,10,-16.06450932
96,2022-07-27,89.82,11,4,-12.45613935
673,2022-07-27,20.35,11,11,-6.439183844
303,2022-07-27,56,11,2,-8.320044586
272,2022-07-27,127.71,11,8,-2.994725189
186,2022-07-27,237.89,11,1,-12.61735432
762,2022-07-27,93.65,11,4,-15.01043702
4151,2022-07-27,43.79,11,5,-16.74904527
367,2022-07-27,234.29,11,1,14.46469309
536,2022-07-27,158.27,11,9,-13.51183436
694,2022-07-27,262.61,11,8,-42.3620587
1155,2022-07-27,104.19,26,5,-12.87947155
826,2022-07-27,58.71,11,11,1.07967653
337,2022-07-27,116.98,11,2,-1.432794598
4,2022-07-27,113.6,11,3,-12.02051057
5,2022-07-27,113.06,11,3,-12.35999126
114,2022-07-27,44.07,11,7,-9.223255885
3,2022-07-27,120.97,11,10,-13.36854078
641,2022-07-27,12.88,14,1,11.29308925
567,2022-07-27,89.39,11,11,4.909116127
3004,2022-07-27,13.97,11,5,-11.47021227
242,2022-07-27,96.29,11,11,9.496951227
123,2022-07-27,151.63,11,2,-11.208414
251,2022-07-27,52.52,11,2,-5.838783404
105,2022-07-27,258.28,11,9,10.50702244
460,2022-07-27,151.27,11,11,-2.312724433
384,2022-07-27,256.52,11,2,-14.83829285
491,2022-07-27,145.07,11,8,8.385001789
414,2022-07-27,118.6,11,5,-10.14655143
59,2022-07-27,251.72,11,8,14.24875761
252,2022-07-27,74.43,11,4,-0.222542733
128,2022-07-27,168.33,11,4,9.902187957
601,2022-07-27,265.12,11,4,-14.37245679
176,2022-07-27,286.06,11,2,9.647557604
709,2022-07-27,35.19,11,6,7.516789506
1,2022-07-27,156.79,11,4,-1.256337013
137,2022-07-27,103.46,11,4,-20.16985154
479,2022-07-27,100.29,26,10,-24.02847884
203,2022-07-27,80.45,11,7,9.485883451
440,2022-07-27,109.1,11,4,-7.479647076
294,2022-07-27,173.31,11,2,16.79329507
1172,2022-07-27,172.14,11,2,16.66639089
70,2022-07-27,18.39,11,3,3.825495442
743,2022-07-27,116.49,11,11,12.51201585
241,2022-07-27,203.41,11,4,-11.04259582
92,2022-07-27,234.04,11,4,20.32188088
228,2022-07-27,2132.67,11,10,11.79097376
478,2022-07-27,202.09,11,9,-13.56904804
742,2022-07-27,184.19,11,1,-5.411173964
439,2022-07-27,25.06,11,6,-7.136307655
683,2022-07-27,72.36,11,1,-22.62381827
25,2022-07-27,33.59,11,2,-25.3372194
381,2022-07-27,42.88,11,2,-24.87218413
1311,2022-07-27,34.14,11,10,-34.88523496
401,2022-07-27,66.8,11,8,-20.49782058
154,2022-07-27,244.34,11,8,0.442798304
10,2022-07-27,290.3,11,2,-5.645667396
804,2022-07-27,74.49,11,10,-20.78968447
269,2022-07-27,212.92,11,8,-2.749613687
1171,2022-07-27,546.69,11,8,-3.184157298
918,2022-07-27,374.44,11,8,5.991067644
109,2022-07-27,643.32,11,2,-17.18702932
111,2022-07-27,156.09,11,5,-17.73913236
136,2022-07-27,1877.58,11,10,-20.42972332
1131,2022-07-27,37.23,11,10,-13.67682035
961,2022-07-27,90,11,9,-17.02613395
173,2022-07-27,40.31,11,8,-6.754564423
49,2022-07-27,74.81,11,8,18.84071145
38,2022-07-27,527.79,11,4,-1.216353423
662,2022-07-27,158.2,11,4,6.335715507
724,2022-07-27,63.08,11,2,2.127180735
573,2022-07-27,72.42,11,7,10.19661577
