d_company,fecha,Price,id_country,id_sector,Revenue:Q
246,2022-07-27,176.62,11,4,27.08303392
1153,2022-07-27,43.87,11,10,-37.68466196
851,2022-07-27,135.81,11,9,-8.629840375
973,2022-07-27,48.56,11,7,11.592045
295,2022-07-27,108.94,11,2,-22.41499953
565,2022-07-27,58.11,11,8,13.11194269
1094,2022-07-27,94.37,11,10,-10.58366313
1196,2022-07-27,8.85,11,10,-53.68916746
378,2022-07-27,39.54,11,5,-13.51340211
881,2022-07-27,109.41,11,8,12.93353299
91,2022-07-27,185.25,11,5,-11.65314162
799,2022-07-27,125.15,11,2,9.978900832
519,2022-07-27,82.78,11,9,-13.2012201
517,2022-07-27,174.8,11,4,-3.228868508
1034,2022-07-27,118.13,11,1,-25.04617709
248,2022-07-27,92.51,11,8,21.2927838
640,2022-07-27,30.55,11,11,12.94707783
1145,2022-07-27,54,11,4,-21.22538644
528,2022-07-27,94.63,11,1,39.50461765
861,2022-07-27,101.13,11,5,-0.610658381
970,2022-07-27,237.36,11,8,-23.98155008
87,2022-07-27,62.51,11,2,-29.94698899
327,2022-07-27,475.94,11,3,-15.16675087
12,2022-07-27,149.26,11,6,12.36842643
264,2022-07-27,1510,11,10,12.25597213
115,2022-07-27,187,16,2,-2.198391695
615,2022-07-27,94.46,11,7,-3.742711545
93,2022-07-27,274.73,11,8,21.90651497
700,2022-07-27,113.46,11,2,1.128181492
317,2022-07-27,409.23,11,5,8.894422267
45,2022-07-27,44.64,11,4,-16.96093155
112,2022-07-27,52.35,11,2,-16.89461963
579,2022-07-27,37.33,11,2,-26.67200887
646,2022-07-27,142.28,11,7,-12.62859096
159,2022-07-27,195.99,11,2,-11.37954843
685,2022-07-27,66.71,11,11,7.072705073
28,2022-07-27,63.01,11,7,7.217421863
363,2022-07-27,70.3,11,4,-13.44701069
165,2022-07-27,78.76,11,7,-3.619783653
57,2022-07-27,43.37,11,3,-8.539315629
1111,2022-07-27,78.07,11,2,-13.78521878
649,2022-07-27,33.38,11,7,-3.963411924
47,2022-07-27,93.27,11,6,6.104586195
380,2022-07-27,95.69,11,11,17.71193823
360,2022-07-27,245.32,11,7,5.156863825
406,2022-07-27,55.53,11,11,22.05761475
809,2022-07-27,318.56,11,8,-16.04101844
483,2022-07-27,122.83,11,5,1.086330073
475,2022-07-27,35.95,11,4,-10.10792112
234,2022-07-27,56.61,11,1,21.49733135
408,2022-07-27,80.17,11,5,556921024
29,2022-07-27,522.31,11,7,8.583797931
480,2022-07-27,30.06,11,6,49.30184764
191,2022-07-27,173.54,11,9,2.95837756
162,2022-07-27,31.83,11,5,-4.581728457
352,2022-07-27,209.17,11,5,-5.360051376
69,2022-07-27,95.87,11,8,-9.22361932
43,2022-07-27,280.05,11,8,3.92597339
657,2022-07-27,121.47,11,10,-8.544164118
1668,2022-07-27,86.92,11,8,-20.0735649
85,2022-07-27,325.71,11,5,-12.82044182
1624,2022-07-27,31.5,11,5,-17.84037591
1427,2022-07-27,36.49,11,8,-30.4208405
212,2022-07-27,59.58,11,6,19.12474938
282,2022-07-27,85.8,11,8,-10.51313568
424,2022-07-27,123.29,11,6,-1.386212483
415,2022-07-27,129.21,11,9,-9.351509333
447,2022-07-27,100.29,11,2,-10.57544543
2183,2022-07-27,18.48,11,3,-38.94945734
181,2022-07-27,244.45,11,10,19.60225691
366,2022-07-27,161.13,11,10,25.58846535
189,2022-07-27,79.2,11,11,2.919629728
895,2022-07-27,392.99,11,10,-7.989447881
612,2022-07-27,130.1,11,5,-22.35548737
329,2022-07-27,52.24,11,1,-11.28486302
506,2022-07-27,77.85,11,10,-6.800556971
613,2022-07-27,126.64,11,11,7.250539937
143,2022-07-27,106.52,11,11,5.139226109
443,2022-07-27,59.43,11,1,-21.59849332
1378,2022-07-27,31.69,11,4,9.313559104
1024,2022-07-27,94.99,11,1,-18.655266
179,2022-07-27,141.67,11,5,-7.825068187
530,2022-07-27,47.18,11,10,-16.06742672
284,2022-07-27,160.64,11,1,-11.89458351
542,2022-07-27,63.39,11,11,5.255100965
192,2022-07-27,105.61,11,8,3.579836758
313,2022-07-27,132.18,11,3,1.130460081
65,2022-07-27,468,11,8,7.96014955
17,2022-07-27,328.94,11,8,40.00656863
209,2022-07-27,86.36,11,5,-3.608682201
338,2022-07-27,254.77,11,4,112.3614251
550,2022-07-27,111.06,11,11,3.173665244
119,2022-07-27,108.19,11,6,2.204439727
609,2022-07-27,325.63,11,4,-24.86790749
798,2022-07-27,43.94,11,6,1663926016
586,2022-07-27,198.39,11,5,-11.45388766
216,2022-07-27,652.21,11,9,-3.640612195
494,2022-07-27,75.71,11,9,-11.26683576
715,2022-07-27,277.3,11,9,-12.27140914
258,2022-07-27,263.42,11,7,-11.27298829
815,2022-07-27,95.5,11,10,-31.56083948
922,2022-07-27,271.12,47,2,-1.320567147
781,2022-07-27,66.4,11,11,6.664270253
456,2022-07-27,85.21,11,11,0.882481045
305,2022-07-27,44.46,11,11,12.81419035
730,2022-07-27,103.76,11,10,-39.40313921
686,2022-07-27,100.57,11,5,-8.632872523
520,2022-07-27,181.01,11,9,-3.250610297
9,2022-07-27,91.57,11,6,24.51299183
1109,2022-07-27,164.7,11,4,-18.50972418
693,2022-07-27,408.81,11,2,0.917752161
430,2022-07-27,48.28,11,5,-10.3939595
1261,2022-07-27,102.48,11,9,-14.67785158
290,2022-07-27,227.63,11,5,-5.135479591
223,2022-07-27,98.43,11,4,-9.000428004
490,2022-07-27,33.74,11,2,-22.52662115
556,2022-07-27,157.82,11,2,-3.443525682
566,2022-07-27,39.33,11,11,-2.895423962
175,2022-07-27,104.46,11,4,4.168329035
797,2022-07-27,221.32,11,4,-0.793396855
721,2022-07-27,109.76,11,1,2.449661634
214,2022-07-27,13.19,11,10,-31.74025587
293,2022-07-27,57.93,11,4,7.389144377
518,2022-07-27,59.5,11,5,-13.14665714
1260,2022-07-27,66.96,11,5,-25.61001513
1068,2022-07-27,32.1,11,3,-7.72728763
2036,2022-07-27,34.67,11,3,-8.832242287
1372,2022-07-27,25.43,11,2,-16.98078197
236,2022-07-27,29.29,11,1,-20.33820633
807,2022-07-27,93.56,16,10,-20.18017283
500,2022-07-27,260.85,11,4,-5.891473773
1294,2022-07-27,245.14,11,5,-4.611070974
171,2022-07-27,219.85,11,5,6.439474082
116,2022-07-27,71.58,11,5,-20.20802089
231,2022-07-27,73.82,11,7,9.570639157
224,2022-07-27,34.68,11,10,-32.59475259
499,2022-07-27,146.37,11,10,14.24481263
107,2022-07-27,60.9,11,8,-7.174864009
356,2022-07-27,120.32,11,4,-14.34199322
962,2022-07-27,101.34,11,2,0.652060331
78,2022-07-27,324.54,11,2,-3.669569118
396,2022-07-27,28.89,11,6,-5.663686522
512,2022-07-27,64.34,11,2,-6.912805691
1125,2022-07-27,78.65,11,10,-9.734254541
229,2022-07-27,204.66,11,8,-10.10600209
855,2022-07-27,26.9,11,9,-20.16131625
1017,2022-07-27,77.74,11,8,3.972183167
334,2022-07-27,218.23,11,7,13.27165055
279,2022-07-27,106.67,11,6,19.78955552
622,2022-07-27,13.99,11,4,-10.11096315
316,2022-07-27,129.25,11,10,-5.72676958
689,2022-07-27,70.94,11,8,4.200940854
18,2022-07-27,298.91,11,10,-15.09612089
64,2022-07-27,183.66,11,5,-7.508056122
801,2022-07-27,48.26,11,7,4.284072848
816,2022-07-27,17.59,11,9,6.593135926
783,2022-07-27,35.17,11,5,14.92003459
457,2022-07-27,32.62,11,4,-6.113256495
150,2022-07-27,478.35,11,8,25.31344605
541,2022-07-27,13.09,11,2,-11.04459442
974,2022-07-27,210.37,11,5,12.95646843
690,2022-07-27,199.72,11,5,-3.661770552
399,2022-07-27,385.96,11,8,-18.06911725
185,2022-07-27,197.82,11,5,-13.1340569
324,2022-07-27,207.17,11,8,-36.12960676
780,2022-07-27,80.68,11,8,12.69731028
584,2022-07-27,46.86,11,5,-14.46001442
79,2022-07-27,40.18,11,4,-15.05348924
197,2022-07-27,97.51,11,2,-19.78215933
74,2022-07-27,129.12,11,4,-0.158375427
477,2022-07-27,121.26,11,1,-6.913614534
840,2022-07-27,42.62,11,1,-6.323805914
911,2022-07-27,29.52,11,3,-10.81007162
77,2022-07-27,433.16,11,4,-15.99413619
121,2022-07-27,225.34,11,8,-14.24439405
1356,2022-07-27,16.67,11,2,-21.36586827
562,2022-07-27,30.11,11,9,568675008
343,2022-07-27,225.13,11,8,-2.961204792
753,2022-07-27,47.05,11,9,10.58015542
727,2022-07-27,129.43,11,7,-5.54630888
758,2022-07-27,202.76,11,4,29.6493196
726,2022-07-27,119.37,11,5,3827092992
744,2022-07-27,171.55,11,5,-8.402902702
8,2022-07-27,173.2,11,8,2.832309872
289,2022-07-27,51.71,11,5,-26.80490839
11,2022-07-27,115.24,11,2,-19.38945078
1067,2022-07-27,27.71,11,4,-10.73748322
596,2022-07-27,72.21,11,7,12.7374617
351,2022-07-27,37.11,11,7,-0.289420248
652,2022-07-27,18.02,11,2,-26.46818922
379,2022-07-27,155.6,11,4,-3.42601116
277,2022-07-27,132.05,11,7,-2.207643192
854,2022-07-27,21.5,11,9,-6.555819926
322,2022-07-27,18.06,11,6,6.544384468
243,2022-07-27,361.14,11,4,0.413871426
407,2022-07-27,36.34,11,7,2.863719983
404,2022-07-27,45.94,11,7,2.048227381
219,2022-07-27,223.9,11,5,4.468360814
563,2022-07-27,249.47,11,8,-5.840197133
200,2022-07-27,467.66,11,4,-15.24010049
874,2022-07-27,77.14,11,7,22.24333316
898,2022-07-27,38.97,11,10,-7.39068554
792,2022-07-27,103.25,11,5,17.34798037
603,2022-07-27,83.58,11,10,-8.007536078
1177,2022-07-27,50.32,11,2,-25.23512157
52,2022-07-27,290.45,14,1,-5.998738942
859,2022-07-27,93.34,11,3,-8.166079399
741,2022-07-27,53.67,11,10,1.142029849
72,2022-07-27,398.54,11,5,3.748417282
888,2022-07-27,58.01,11,2,-0.246789108
75,2022-07-27,189.92,11,10,-15.13795727
1323,2022-07-27,10.97,11,3,-3.608384307
547,2022-07-27,88.4,11,1,-1.148482223
398,2022-07-27,172.98,11,2,3.799036854
549,2022-07-27,23.88,11,6,21.05276287
164,2022-07-27,89.98,11,6,26.82132013
1092,2022-07-27,258.23,11,2,-21.42120795
240,2022-07-27,157.6,11,10,2.7155929
122,2022-07-27,158.11,11,2,8.071155791
574,2022-07-27,336.03,11,1,-9.602070436
920,2022-07-27,53.92,11,5,-11.53596412
22,2022-07-27,343.27,11,4,-1.785594072
850,2022-07-27,71.96,11,3,-32.43192574
604,2022-07-27,85.4,11,7,-12.32603528
34,2022-07-27,258.89,11,10,5.248950387
190,2022-07-27,339.62,11,8,33.55035964
81,2022-07-27,93.22,26,8,-8.420866122
24,2022-07-27,91.23,11,8,15.15373912
16,2022-07-27,169.58,11,3,-42.44501989
254,2022-07-27,62.25,11,2,-3.289933372
426,2022-07-27,1273.56,11,8,-8.80016448
877,2022-07-27,31.41,11,10,-22.66312872
332,2022-07-27,66.67,11,4,-5.4269056
160,2022-07-27,61.89,11,4,-21.11749964
2,2022-07-27,268.74,11,4,-9.967496139
636,2022-07-27,176,11,9,-9.10339184
232,2022-07-27,158.02,11,8,6.324861704
1663,2022-07-27,135.34,11,10,-10.28174288
535,2022-07-27,305.85,11,8,10.87547556
1108,2022-07-27,58.92,11,7,24.12377175
118,2022-07-27,63.63,11,7,-4.630466294
725,2022-07-27,451.01,11,4,25.32286204
331,2022-07-27,97.39,11,7,17.09751297
278,2022-07-27,293.62,11,2,-9.491053091
88,2022-07-27,82.51,11,2,-17.17780826
588,2022-07-27,51.12,11,1,30.05291867
276,2022-07-27,230.25,11,4,3.984693994
357,2022-07-27,452.97,11,2,-7.465999356
558,2022-07-27,173.99,11,2,1.700434634
718,2022-07-27,70.57,11,4,-14.6298713
67,2022-07-27,226.75,11,3,-41.3628154
1530,2022-07-27,20.09,11,10,-11.46828993
335,2022-07-27,45.61,11,1,-23.64686403
3214,2022-07-27,17.22,11,3,-17.77416326
1395,2022-07-27,17.05,11,3,-18.73432196
55,2022-07-27,80.38,11,11,12.06734997
82,2022-07-27,107.86,11,10,-25.06678698
986,2022-07-27,29.31,11,11,6.472124676
915,2022-07-27,221.78,11,5,-0.471962298
204,2022-07-27,243.24,11,5,-8.984978646
675,2022-07-27,96.96,11,2,-14.37638306
132,2022-07-27,445.81,11,5,20.10029417
1441,2022-07-27,11.5,11,10,-42.0654923
982,2022-07-27,36.48,11,11,-4.623894719
306,2022-07-27,127.33,11,1,32.68259541
15,2022-07-27,177.9,11,4,-18.89922774
822,2022-07-27,4372.53,11,10,-13.52211164
288,2022-07-27,181.42,23,4,-2.51745878
199,2022-07-27,62.78,11,6,69.2094419
422,2022-07-27,273.48,11,5,-4.167222307
731,2022-07-27,69.03,11,3,-4.002558262
409,2022-07-27,62.51,11,4,16.47102749
453,2022-07-27,60.29,11,6,3.282243308
84,2022-07-27,75.87,11,4,-4.100887568
207,2022-07-27,689.4,11,10,8.623385851
1465,2022-07-27,32.64,11,8,7.96995096
402,2022-07-27,76.44,11,5,-6.806636083
389,2022-07-27,89.07,11,5,-3.718043042
932,2022-07-27,139.33,11,1,-1.425951235
1019,2022-07-27,24.53,11,3,-20.63728566
311,2022-07-27,277.05,11,5,-9.483284311
300,2022-07-27,125.41,11,4,13.77288281
663,2022-07-27,320.2,11,4,6.385806538
94,2022-07-27,86.42,11,4,-45.34185198
1357,2022-07-27,49.37,14,5,-18.93077095
26,2022-07-27,171.59,11,7,2.681381992
653,2022-07-27,150.69,11,8,-7.947839203
23,2022-07-27,51.95,11,8,-1.887977124
487,2022-07-27,14.93,11,11,5393999872
60,2022-07-27,96.96,11,7,-2.657700382
217,2022-07-27,88.34,11,6,5.1257007
1256,2022-07-27,72.07,11,11,5.5942362
158,2022-07-27,226.54,11,6,10.51868248
148,2022-07-27,163,11,2,-19.04291745
900,2022-07-27,355.11,11,10,-21.06316382
431,2022-07-27,126.93,11,1,-16.53706485
606,2022-07-27,28.08,11,11,-2.754974954
559,2022-07-27,64.89,11,2,-8.709784303
14,2022-07-27,145.64,11,7,-7.366186484
139,2022-07-27,113.12,11,2,5.268589284
95,2022-07-27,127.39,11,9,-13.25534385
291,2022-07-27,97.64,11,2,-9.755636117
868,2022-07-27,117.34,11,4,6.886498126
416,2022-07-27,61.9,11,11,-3.807561462
239,2022-07-27,326.28,11,9,-4.603250516
1112,2022-07-27,43.66,11,10,-12.08530575
1096,2022-07-27,104.1,11,4,-18.49358168
62,2022-07-27,153.42,11,4,-3.932087963
576,2022-07-27,133.97,11,5,38.41970384
671,2022-07-27,134.3,11,8,0.40712784
2144,2022-07-27,95.24,11,10,-9.862125476
569,2022-07-27,95.87,11,2,-4.33563564
61,2022-07-27,90.27,11,5,2.275490624
310,2022-07-27,71.87,11,9,8.382971663
1025,2022-07-27,62.86,11,9,-8.036033792
125,2022-07-27,587.91,11,8,-3.418648732
585,2022-07-27,21.17,11,2,-6.157727076
413,2022-07-27,132.94,11,5,8.318177862
349,2022-07-27,240.16,11,8,7.206619334
1199,2022-07-27,77.65,11,5,-29.43686369
428,2022-07-27,240.46,11,5,-15.3981206
1110,2022-07-27,35.36,11,5,22.81095949
270,2022-07-27,418.29,11,4,-0.945920691
386,2022-07-27,80.27,11,10,-14.75996817
941,2022-07-27,34.91,11,10,-54.04765133
90,2022-07-27,360.92,11,2,-8.252913432
50,2022-07-27,180.3,11,4,-15.24866109
435,2022-07-27,320.46,11,9,5.128849713
135,2022-07-27,36.33,11,6,-5.853010285
905,2022-07-27,78.68,11,4,-22.78041556
1337,2022-07-27,60.37,11,1,-8.733394756
237,2022-07-27,159.95,11,11,19.41289429
134,2022-07-27,448.6,11,4,-15.14876316
201,2022-07-27,231.97,11,1,-17.7071862
1076,2022-07-27,180.51,11,2,-38.9800808
342,2022-07-27,104.12,11,9,-25.58396871
764,2022-07-27,107.04,11,4,-21.3196908
917,2022-07-27,219.27,11,5,8.357221558
909,2022-07-27,325.19,35,4,54.98522118
144,2022-07-27,73.26,11,11,9.806880656
1695,2022-07-27,40.77,11,5,-4.787480737
906,2022-07-27,117.45,11,5,-30.77803989
97,2022-07-27,82.96,11,10,-11.90615807
468,2022-07-27,68.91,11,2,-24.82586767
643,2022-07-27,221.53,11,8,3.363726912
133,2022-07-27,211.8,11,8,-13.14272888
763,2022-07-27,379.43,11,2,-30.08991423
680,2022-07-27,32.58,11,2,-25.85282493
233,2022-07-27,353.54,11,4,23.89263621
266,2022-07-27,86.37,11,7,13.97032019
497,2022-07-27,120.44,11,2,-18.018439
571,2022-07-27,130.58,11,3,-16.96025321
1220,2022-07-27,33.73,11,10,-7.76252283
708,2022-07-27,72.19,11,6,5360099840
129,2022-07-27,154.6,11,10,-26.51488003
296,2022-07-27,127.83,11,4,-6.127734464
661,2022-07-27,372.01,11,4,-6.391382618
1057,2022-07-27,266.53,11,8,-9.624211651
827,2022-07-27,97.94,11,4,-11.77490808
6,2022-07-27,824.46,11,10,-0.559637408
51,2022-07-27,171.54,11,4,-0.555786724
766,2022-07-27,65.2,11,5,-2.118138893
31,2022-07-27,581.93,11,8,5.210259609
130,2022-07-27,60.8,11,10,-11.88087298
103,2022-07-27,140.91,11,3,32.89635507
495,2022-07-27,186.93,11,10,-9.79766065
323,2022-07-27,141.87,26,5,-15.38542185
410,2022-07-27,599.67,11,5,0.974940725
255,2022-07-27,158.96,11,2,-3.028767708
745,2022-07-27,65.84,11,4,-1.921646013
178,2022-07-27,49.55,11,2,-18.53711001
752,2022-07-27,374.34,11,4,-13.5872609
597,2022-07-27,85.68,11,7,-3.857629233
817,2022-07-27,46.5,11,9,-13.57315361
577,2022-07-27,395.44,11,10,12.47511734
73,2022-07-27,219.89,11,5,-9.140230941
2258,2022-07-27,36.42,11,5,-11.01881774
71,2022-07-27,183.9,11,5,-4.113035213
564,2022-07-27,287.23,11,5,-10.18448344
7,2022-07-27,534.61,11,8,16.58475566
1493,2022-07-27,109.27,11,8,-13.35484524
184,2022-07-27,48.21,11,2,-14.52515395
194,2022-07-27,111.5,11,6,38.66711502
710,2022-07-27,52.33,11,9,4.178098884
627,2022-07-27,181.39,11,4,-12.55784938
437,2022-07-27,184.53,11,5,-1.646440114
56,2022-07-27,44.91,11,3,-10.08127439
120,2022-07-27,286.99,11,8,25.75146293
1013,2022-07-27,46.86,11,10,-29.0477503
892,2022-07-27,10.07,11,8,-29.68362305
394,2022-07-27,33.5,11,9,24.54347739
13,2022-07-27,210.47,11,4,2.462984148
2004,2022-07-27,29.29,11,9,-23.69733806
560,2022-07-27,160.6,11,1,-11.93388257
719,2022-07-27,63.65,11,2,18.58542379
461,2022-07-27,39.22,11,7,-19.82812305
30,2022-07-27,126.59,11,7,-6.106611219
36,2022-07-27,103.5,11,3,-23.57111106
387,2022-07-27,15.15,11,3,
146,2022-07-27,159.3,11,5,9.827421769
631,2022-07-27,355.33,11,8,15.91634914
420,2022-07-27,100.47,11,11,7.246472415
40,2022-07-27,43.71,11,2,-17.8695848
444,2022-07-27,84.53,11,9,2.782636768
628,2022-07-27,320.52,11,8,-16.41020192
934,2022-07-27,48.43,11,4,-10.04829092
703,2022-07-27,91.85,11,5,5.551144548
1150,2022-07-27,41.75,11,1,-3.824840045
513,2022-07-27,35.76,11,9,-1.220993193
1267,2022-07-27,169.09,11,10,-13.76644337
286,2022-07-27,33.79,11,6,17.94616446
485,2022-07-27,203.19,14,2,-8.192893472
476,2022-07-27,487.61,11,5,1.968512555
1510,2022-07-27,63.29,11,10,-23.51661521
336,2022-07-27,70.25,11,11,3.37419139
635,2022-07-27,87.24,11,5,-12.52343794
371,2022-07-27,120.51,11,10,1.529209654
749,2022-07-27,338.49,11,4,-28.47241672
505,2022-07-27,111.11,11,8,-5.143929272
1248,2022-07-27,53.55,11,2,-19.07562225
152,2022-07-27,177.47,11,8,-5.0916714
145,2022-09-21,114.81,11,5,-21.14408232
1389,2022-09-21,51.06,11,5,-24.1249876
42,2022-09-21,100.65,11,8,-16.64323855
21,2022-09-21,140.31,11,8,-10.72704786
886,2022-09-21,252.81,11,8,-17.58166343
37,2022-09-21,265.42,26,4,-17.67041065
198,2022-09-21,75.32,11,3,-3.897075709
54,2022-09-21,286.3,11,4,-36.88132673
949,2022-09-21,165.5,11,10,-18.1069678
96,2022-09-21,74.48,11,4,-35.74878836
673,2022-09-21,25.4,11,11,9.764521988
303,2022-09-21,59.79,11,2,-4.418226629
272,2022-09-21,126.48,11,8,-8.136538978
186,2022-09-21,241.46,11,1,4.467284827
762,2022-09-21,83.8,11,4,-27.74616259
4151,2022-09-21,43.49,11,5,-19.07331537
367,2022-09-21,285.03,11,1,43.89417553
536,2022-09-21,141.24,11,9,-26.00836855
694,2022-09-21,226.68,11,8,-47.58480541
1155,2022-09-21,91.13,26,5,-21.6172159
826,2022-09-21,60.29,11,11,0.33358695
337,2022-09-21,127.85,11,2,-3.698809829
4,2022-09-21,100.01,11,3,-26.72105726
5,2022-09-21,99.28,11,3,-27.05444267
114,2022-09-21,43.01,11,7,-12.72391139
3,2022-09-21,118.54,11,10,-26.59675569
641,2022-09-21,11.22,14,1,-0.207743915
567,2022-09-21,90.46,11,11,2.405385053
3004,2022-09-21,13.23,11,5,-17.77501916
242,2022-09-21,98.57,11,11,5.725741335
123,2022-09-21,148.71,11,2,-20.83482694
251,2022-09-21,52.29,11,2,-14.2821338
105,2022-09-21,234.15,11,9,-1.977229326
460,2022-09-21,144.32,11,11,-7.279525367
384,2022-09-21,269.87,11,2,-8.852278353
491,2022-09-21,139.12,11,8,-8.627063036
414,2022-09-21,117.56,11,5,-12.40040969
59,2022-09-21,224.46,11,8,-3.521835365
252,2022-09-21,71.81,11,4,-5.016133254
128,2022-09-21,148.44,11,4,-8.754376607
601,2022-09-21,235.42,11,4,-24.21696353
176,2022-09-21,272.99,11,2,-13.79455098
709,2022-09-21,38.43,11,6,-5.360597925
1,2022-09-21,153.72,11,4,-6.785020454
137,2022-09-21,87.09,11,4,-34.78218392
479,2022-09-21,90.85,26,10,-21.80910873
203,2022-09-21,86,11,7,-0.427671414
440,2022-09-21,113.82,11,4,-13.74005129
294,2022-09-21,174.32,11,2,5.240643642
1172,2022-09-21,147.99,11,2,-16.28128778
70,2022-09-21,16.25,11,3,-4.453583501
743,2022-09-21,112.63,11,11,-1.103251922
241,2022-09-21,192.42,11,4,-9.398251368
92,2022-09-21,230.42,11,4,9.408657444
228,2022-09-21,2104.02,11,10,8.527927782
478,2022-09-21,188.97,11,9,-21.6956798
742,2022-09-21,172.94,11,1,2.126511561
439,2022-09-21,23.02,11,6,-35.66261096
683,2022-09-21,53.9,11,1,-42.03273262
25,2022-09-21,33.15,11,2,-21.66472843
381,2022-09-21,42.3,11,2,-17.57589061
1311,2022-09-21,37.01,11,10,-24.1866372
401,2022-09-21,55.47,11,8,-29.19527568
154,2022-09-21,238.01,11,8,-8.154192997
10,2022-09-21,270.74,11,2,-22.57050066
804,2022-09-21,69.98,11,10,-26.93545681
269,2022-09-21,199.34,11,8,-3.612011658
1171,2022-09-21,430.97,11,8,-25.69226254
918,2022-09-21,296.25,11,8,-32.2842075
109,2022-09-21,608.09,11,2,-15.91713266
111,2022-09-21,143.29,11,5,-22.92092631
136,2022-09-21,1806.7,11,10,-16.41027112
1131,2022-09-21,35.19,11,10,-7.509853247
961,2022-09-21,77.47,11,9,-37.13652047
173,2022-09-21,39.76,11,8,-10.28881183
49,2022-09-21,69.46,11,8,-0.824319742
38,2022-09-21,482.14,11,4,-18.47571511
662,2022-09-21,159.96,11,4,6.225547194
724,2022-09-21,60.4,11,2,-12.81692416
573,2022-09-21,70.8,11,7,9.622867203
246,2022-09-21,166.04,11,4,5.623407449
1153,2022-09-21,41.54,11,10,-47.07605804
851,2022-09-21,122.45,11,9,-24.82545903
973,2022-09-21,48.53,11,7,16.09220324
295,2022-09-21,99.49,11,2,-25.19573063
565,2022-09-21,67.52,11,8,19.35820215
1094,2022-09-21,81.06,11,10,-20.98645048
1196,2022-09-21,9.71,11,10,-48.75989632
378,2022-09-21,37.51,11,5,-20.35560704
881,2022-09-21,83.15,11,8,-22.84494375
91,2022-09-21,171.95,11,5,-22.22614618
799,2022-09-21,118.07,11,2,2.637541109
519,2022-09-21,73.01,11,9,-19.12041115
517,2022-09-21,165.4,11,4,-6.946334479
1034,2022-09-21,97.3,11,1,-31.09704402
248,2022-09-21,80.91,11,8,-6.731984251
640,2022-09-21,31.95,11,11,9.619874105
1145,2022-09-21,57.34,11,4,-14.90056027
528,2022-09-21,101.7,11,1,1.157227668
861,2022-09-21,101.47,11,5,-2.690059609
970,2022-09-21,190.81,11,8,-33.42520941
87,2022-09-21,72.91,11,2,-17.58653665
327,2022-09-21,353.03,11,3,-37.60185471
12,2022-09-21,155.01,11,6,-4.20576787
264,2022-09-21,1665.28,11,10,8.120325899
115,2022-09-21,182.47,16,2,-13.57368312
615,2022-09-21,74.69,11,7,-22.99168125
93,2022-09-21,284.95,11,8,17.97890207
700,2022-09-21,94.5,11,2,-26.98045475
317,2022-09-21,399.84,11,5,2.711958958
45,2022-09-21,41.59,11,4,-24.54103208
112,2022-09-21,46.33,11,2,-17.02317505
579,2022-09-21,36.49,11,2,-24.07691716
646,2022-09-21,141.97,11,7,7.752074982
159,2022-09-21,182.03,11,2,-26.68070832
685,2022-09-21,65.9,11,11,-0.292462837
28,2022-09-21,59.4,11,7,-0.489330086
363,2022-09-21,60.08,11,4,-33.74960081
165,2022-09-21,74.9,11,7,2.225283347
57,2022-09-21,32.7,11,3,-29.06073117
1111,2022-09-21,77.75,11,2,-16.14668912
649,2022-09-21,34.32,11,7,9.366095251
47,2022-09-21,111.09,11,6,10.22721475
380,2022-09-21,96.24,11,11,9.191189964
360,2022-09-21,238.87,11,7,6.448213217
406,2022-09-21,87.28,11,11,78.10148205
809,2022-09-21,276.37,11,8,-33.88746792
483,2022-09-21,107.88,11,5,-14.55726641
475,2022-09-21,31.06,11,4,-16.56080736
234,2022-09-21,59.23,11,1,4.532413904
408,2022-09-21,69.65,11,5,7.934298533
29,2022-09-21,493.07,11,7,-10.95196618
480,2022-09-21,28.68,11,6,18.41704661
191,2022-09-21,158.39,11,9,-7.895043665
162,2022-09-21,29.14,11,5,-20.44704508
352,2022-09-21,210.76,11,5,3.672819018
69,2022-09-21,99.77,11,8,-6.058643392
43,2022-09-21,268.48,11,8,-7.015064684
657,2022-09-21,131.28,11,10,1.991434611
1668,2022-09-21,89.68,11,8,-19.85701601
85,2022-09-21,349.81,11,5,-16.64212428
1624,2022-09-21,31.16,11,5,-13.6602945
1427,2022-09-21,30.78,11,8,-37.12580065
212,2022-09-21,64.48,11,6,9.162699253
282,2022-09-21,84.46,11,8,-26.61076617
424,2022-09-21,128.8,11,6,-3.430474079
415,2022-09-21,108.79,11,9,-19.07709572
447,2022-09-21,97.87,11,2,-11.7265191
2183,2022-09-21,16.01,11,3,-48.76799927
181,2022-09-21,240.28,11,10,5.692561909
366,2022-09-21,141.87,11,10,-8.447348367
189,2022-09-21,78.93,11,11,-1.984680998
895,2022-09-21,333.2,11,10,-16.1974386
612,2022-09-21,122.11,11,5,-22.19595677
329,2022-09-21,44.98,11,1,-27.28932581
506,2022-09-21,71.34,11,10,-13.42715361
613,2022-09-21,126.59,11,11,1.038345895
143,2022-09-21,104.29,11,11,0.045582057
443,2022-09-21,53.15,11,1,-30.03299352
1378,2022-09-21,27.54,11,4,-16.5201591
1024,2022-09-21,75.61,11,1,-29.89484673
179,2022-09-21,137.83,11,5,-9.851944977
530,2022-09-21,38.93,11,10,-28.95710778
284,2022-09-21,151.8,11,1,-10.49166059
542,2022-09-21,66.21,11,11,3.318430143
192,2022-09-21,85.22,11,8,-23.60376612
