Ticker,Name
2308 TT Equity,Delta Electronics Inc
TEP FP Equity,Teleperformance
DNB NO Equity,DNB Bank ASA
MM IS Equity,Mahindra & Mahindra Ltd
GEBN SE Equity,Geberit AG
CINF UW Equity,Cincinnati Financial Corp
300760 C2 Equity,Shenzhen Mindray Bio-Medical Electronics Co Ltd
6178 JT Equity,Japan Post Holdings Co Ltd
WAB UN Equity,Westinghouse Air Brake Technologies Corp
8053 JT Equity,Sumitomo Corp
SWMA SS Equity,Swedish Match AB
MG CT Equity,Magna International Inc
4519 JT Equity,Chugai Pharmaceutical Co Ltd
TRGP UN Equity,Targa Resources Corp
APA UW Equity,APA Corp
VTR UN Equity,Ventas Inc
MKL UN Equity,Markel Corp
6502 JT Equity,Toshiba Corp
8002 JT Equity,Marubeni Corp
FEMSAUBD MF Equity,Fomento Economico Mexicano SAB de CV
ESS UN Equity,Essex Property Trust Inc
WPM CT Equity,Wheaton Precious Metals Corp
4523 JT Equity,Eisai Co Ltd
NTAP UW Equity,NetApp Inc
WRB UN Equity,W R Berkley Corp
8750 JT Equity,Dai-ichi Life Holdings Inc
FMC UN Equity,FMC Corp
035420 KP Equity,NAVER Corp
QIBK QD Equity,Qatar Islamic Bank SAQ
BRO UN Equity,Brown & Brown Inc
MPWR UW Equity,Monolithic Power Systems Inc
J UN Equity,Jacobs Solutions Inc
SJM UN Equity,J M Smucker Co/The
SUI UN Equity,Sun Communities Inc
8802 JT Equity,Mitsubishi Estate Co Ltd
EXPE UW Equity,Expedia Group Inc
OMC UN Equity,Omnicom Group Inc
2802 JT Equity,Ajinomoto Co Inc
HZNP UW Equity,Horizon Therapeutics Plc
CSL UN Equity,Carlisle Cos Inc
ORSTED DC Equity,Orsted AS
RPRX UW Equity,Royalty Pharma PLC
CABK SQ Equity,CaixaBank SA
2303 TT Equity,United Microelectronics Corp
VIE FP Equity,Veolia Environnement SA
SLHN SE Equity,Swiss Life Holding AG
LKQ UW Equity,LKQ Corp
AVY UN Equity,Avery Dennison Corp
ATO UN Equity,Atmos Energy Corp
JBHT UW Equity,JB Hunt Transport Services Inc
TRMB UW Equity,Trimble Inc
ALL AT Equity,Aristocrat Leisure Ltd
KYGA ID Equity,Kerry Group PLC
NIO UN Equity,NIO Inc
ZBRA UW Equity,Zebra Technologies Corp
LUMI IT Equity,Bank Leumi Le-Israel BM
KBC BB Equity,KBC Group NV
TYL UN Equity,Tyler Technologies Inc
IRM UN Equity,Iron Mountain Inc
ATCOB SS Equity,Atlas Copco AB
1 HK Equity,CK Hutchison Holdings Ltd
2502 JT Equity,Asahi Group Holdings Ltd
KFH KK Equity,Kuwait Finance House KSCP
JKHY UW Equity,Jack Henry & Associates Inc
COLOB DC Equity,Coloplast A/S
2331 HK Equity,Li Ning Co Ltd
BG UN Equity,Bunge Ltd
AKAM UW Equity,Akamai Technologies Inc
SIVB UW Equity,SVB Financial Group
SWKS UW Equity,Skyworks Solutions Inc
PLTR UN Equity,Palantir Technologies Inc
TXT UN Equity,Textron Inc
KNEBV FH Equity,Kone Oyj
WPC UN Equity,WP Carey Inc
NET UN Equity,Cloudflare Inc
SHBA SS Equity,Svenska Handelsbanken AB
601012 C1 Equity,LONGi Green Energy Technology Co Ltd
TLKM IJ Equity,Telkom Indonesia Persero Tbk PT
WSP CT Equity,WSP Global Inc
NWG LN Equity,NatWest Group PLC
4507 JT Equity,Shionogi & Co Ltd
4911 JT Equity,Shiseido Co Ltd
8267 JT Equity,Aeon Co Ltd
669 HK Equity,Techtronic Industries Co Ltd
SE UN Equity,Sea Ltd
INCY UW Equity,Incyte Corp
EVRG UN Equity,Evergy Inc
COL AT Equity,Coles Group Ltd
HWM UN Equity,Howmet Aerospace Inc
SGSN SE Equity,SGS SA
DASH UN Equity,DoorDash Inc
IQCD QD Equity,Industries Qatar QSC
ST SP Equity,Singapore Telecommunications Ltd
PUB FP Equity,Publicis Groupe SA
BAH UN Equity,Booz Allen Hamilton Holding Corp
BCE CT Equity,BCE Inc
UMG NA Equity,Universal Music Group NV
LDOS UN Equity,Leidos Holdings Inc
TPL UN Equity,Texas Pacific Land Corp
SQM/B CC Equity,Sociedad Quimica y Minera de Chile SA
AV/ LN Equity,Aviva PLC
OVV UN Equity,Ovintiv Inc
FLT UN Equity,FleetCor Technologies Inc
EQT UN Equity,EQT Corp
CBOE UF Equity,Cboe Global Markets Inc
7269 JT Equity,Suzuki Motor Corp
HRL UN Equity,Hormel Foods Corp
005380 KP Equity,Hyundai Motor Co
823 HK Equity,Link REIT
BBY UN Equity,Best Buy Co Inc
WOLF UN Equity,Wolfspeed Inc
POW CT Equity,Power Corp of Canada
GRMN UN Equity,Garmin Ltd
FHN UN Equity,First Horizon Corp
COO UN Equity,Cooper Cos Inc/The
SHL GY Equity,Siemens Healthineers AG
8630 JT Equity,Sompo Holdings Inc
SY1 GY Equity,Symrise AG
ABEV3 BS Equity,Ambev SA
2 HK Equity,CLP Holdings Ltd
ETSY UW Equity,Etsy Inc
HST UW Equity,Host Hotels & Resorts Inc
UDR UN Equity,UDR Inc
SPLK UW Equity,Splunk Inc
FSR SJ Equity,FirstRand Ltd
ACA FP Equity,Credit Agricole SA
601888 C1 Equity,China Tourism Group Duty Free Corp Ltd
NVR UN Equity,NVR Inc
GDDY UN Equity,GoDaddy Inc
HO FP Equity,Thales SA
CHK UW Equity,Chesapeake Energy Corp
LNT UW Equity,Alliant Energy Corp
TER UW Equity,Teradyne Inc
RBLX UN Equity,ROBLOX Corp
ZS UW Equity,Zscaler Inc
MSIL IS Equity,Maruti Suzuki India Ltd
TWLO UN Equity,Twilio Inc
DAR UN Equity,Darling Ingredients Inc
BILL UN Equity,Bill.com Holdings Inc
EDEN FP Equity,Edenred
NLOK UW Equity,NortonLifeLock Inc
MRU CT Equity,Metro Inc/CN
PINS UN Equity,Pinterest Inc
CNHI IM Equity,CNH Industrial NV
4578 JT Equity,Otsuka Holdings Co Ltd
IP UN Equity,International Paper Co
601166 C1 Equity,Industrial Bank Co Ltd
ZI UW Equity,ZoomInfo Technologies Inc
NICE IT Equity,Nice Ltd
7832 JT Equity,Bandai Namco Holdings Inc
AVTR UN Equity,Avantor Inc
5401 JT Equity,Nippon Steel Corp
8725 JT Equity,MS&AD Insurance Group Holdings Inc
ESSITYB SS Equity,Essity AB
III LN Equity,3i Group PLC
MTCH UW Equity,Match Group Inc
CPT UN Equity,Camden Property Trust
HCLT IS Equity,HCL Technologies Ltd
ADANIGR IS Equity,Adani Green Energy Ltd
KIM UN Equity,Kimco Realty Corp
PEAK UN Equity,Healthpeak Properties Inc
1925 JT Equity,Daiwa House Industry Co Ltd
NPN SJ Equity,Naspers Ltd
HUBB UN Equity,Hubbell Inc
LYV UN Equity,Live Nation Entertainment Inc
FSLR UW Equity,First Solar Inc
CHRW UW Equity,CH Robinson Worldwide Inc
8113 JT Equity,Unicharm Corp
MDB UQ Equity,MongoDB Inc
2413 JT Equity,M3 Inc
ASM NA Equity,ASM International NV
TTAN IS Equity,Titan Co Ltd
HUBS UN Equity,HubSpot Inc
PTC UW Equity,PTC Inc
9735 JT Equity,Secom Co Ltd
1301 TT Equity,Formosa Plastics Corp
SOON SE Equity,Sonova Holding AG
EDP PL Equity,EDP - Energias de Portugal SA
ADE IS Equity,Adani Enterprises Ltd
LW UN Equity,Lamb Weston Holdings Inc
CHKP UW Equity,Check Point Software Technologies Ltd
NIBEB SS Equity,Nibe Industrier AB
MGM UN Equity,MGM Resorts International
DMART IS Equity,Avenue Supermarts Ltd
2388 HK Equity,BOC Hong Kong Holdings Ltd
6762 JT Equity,TDK Corp
CTLT UN Equity,Catalent Inc
BMRI IJ Equity,Bank Mandiri Persero Tbk PT
PTT TB Equity,PTT PCL
NN NA Equity,NN Group NV
7309 JT Equity,Shimano Inc
ABMD UW Equity,ABIOMED Inc
RPM UN Equity,RPM International Inc
L UN Equity,Loews Corp
RS UN Equity,Reliance Steel & Aluminum Co
SUNP IS Equity,Sun Pharmaceutical Industries Ltd
SCMN SE Equity,Swisscom AG
VTRS UW Equity,Viatris Inc
005490 KP Equity,POSCO Holdings Inc
600809 C1 Equity,Shanxi Xinghuacun Fen Wine Factory Co Ltd
DPZ UN Equity,Domino's Pizza Inc
ATL IM Equity,Atlantia SpA
ENTG UW Equity,Entegris Inc
LVS UN Equity,Las Vegas Sands Corp
CSGN SE Equity,Credit Suisse Group AG
POOL UW Equity,Pool Corp
ADANIT IS Equity,Adani Transmission Ltd
BBAS3 BS Equity,Banco do Brasil SA
PHIA NA Equity,Koninklijke Philips NV
9961 HK Equity,Trip.com Group Ltd
STX UW Equity,Seagate Technology Holdings PLC
SWK UN Equity,Stanley Black & Decker Inc
JM SP Equity,Jardine Matheson Holdings Ltd
2020 HK Equity,ANTA Sports Products Ltd
SEDG UW Equity,SolarEdge Technologies Inc
688 HK Equity,China Overseas Land & Investment Ltd
IPG UN Equity,Interpublic Group of Cos Inc/The
2891 TT Equity,CTBC Financial Holding Co Ltd
GLPI UW Equity,Gaming and Leisure Properties Inc
002714 C2 Equity,Muyuan Foods Co Ltd
NDSN UW Equity,Nordson Corp
FWONK UW Equity,Liberty Media Corp-Liberty Formula One
SNA UN Equity,Snap-on Inc
TECH UW Equity,Bio-Techne Corp
QBE AT Equity,QBE Insurance Group Ltd
MAS UN Equity,Masco Corp
EQH UN Equity,Equitable Holdings Inc
RE UN Equity,Everest Re Group Ltd
CARLB DC Equity,Carlsberg AS
2503 JT Equity,Kirin Holdings Co Ltd
TRU UN Equity,TransUnion
KNIN SE Equity,Kuehne + Nagel International AG
FER SQ Equity,Ferrovial SA
068270 KP Equity,Celltrion Inc
055550 KP Equity,Shinhan Financial Group Co Ltd
SAFCO AB Equity,SABIC Agri-Nutrients Co
2881 TT Equity,Fubon Financial Holding Co Ltd
PKG UN Equity,Packaging Corp of America
RTO LN Equity,Rentokil Initial PLC
WDC UW Equity,Western Digital Corp
386 HK Equity,China Petroleum & Chemical Corp
SSNC UW Equity,SS&C Technologies Holdings Inc
NU UN Equity,NU Holdings Ltd/Cayman Islands
SJR/B CT Equity,Shaw Communications Inc
11 HK Equity,Hang Seng Bank Ltd
MT NA Equity,ArcelorMittal SA
RCL UN Equity,Royal Caribbean Cruises Ltd
SABB AB Equity,Saudi British Bank/The
POLI IT Equity,Bank Hapoalim BM
HEN3 GY Equity,Henkel AG & Co KGaA
2319 HK Equity,China Mengniu Dairy Co Ltd
207940 KP Equity,Samsung Biologics Co Ltd
FICO UN Equity,Fair Isaac Corp
RENT3 BS Equity,Localiza Rent a Car SA
AAP UN Equity,Advance Auto Parts Inc
GGG UN Equity,Graco Inc
RO SE Equity,Roche Holding AG
NBIX UW Equity,Neurocrine Biosciences Inc
BNZL LN Equity,Bunzl PLC
S32 AT Equity,South32 Ltd
CRDA LN Equity,Croda International PLC
EMAAR DB Equity,Emaar Properties PJSC
600309 C1 Equity,Wanhua Chemical Group Co Ltd
BJFIN IS Equity,Bajaj Finserv Ltd
1109 HK Equity,China Resources Land Ltd
ARES UN Equity,Ares Management Corp
BXP UN Equity,Boston Properties Inc
GL UN Equity,Globe Life Inc
6920 JT Equity,Lasertec Corp
FFH CT Equity,Fairfax Financial Holdings Ltd
NZYMB DC Equity,Novozymes A/S
DOX UW Equity,Amdocs Ltd
27 HK Equity,Galaxy Entertainment Group Ltd
STMN SE Equity,Straumann Holding AG
7011 JT Equity,Mitsubishi Heavy Industries Ltd
CRL UN Equity,Charles River Laboratories International Inc
FM CT Equity,First Quantum Minerals Ltd
SGRO LN Equity,Segro PLC
CPB UN Equity,Campbell Soup Co
HII UN Equity,Huntington Ingalls Industries Inc
MAERSKB DC Equity,AP Moller - Maersk A/S
TTC UN Equity,Toro Co/The
FCNCA UW Equity,First Citizens BancShares Inc/NC
ACM UN Equity,AECOM
000568 C2 Equity,Luzhou Laojiao Co Ltd
CCK UN Equity,Crown Holdings Inc
T CT Equity,TELUS Corp
NRG UN Equity,NRG Energy Inc
PBK MK Equity,Public Bank Bhd
1303 TT Equity,Nan Ya Plastics Corp
SPOT UN Equity,Spotify Technology SA
NI UN Equity,NiSource Inc
LISP SE Equity,Chocoladefabriken Lindt & Spruengli AG
ELS UN Equity,Equity LifeStyle Properties Inc
SN/ LN Equity,Smith & Nephew PLC
5020 JT Equity,ENEOS Holdings Inc
EMA CT Equity,Emera Inc
DTG GY Equity,Daimler Truck Holding AG
FNF UN Equity,Fidelity National Financial Inc
000270 KP Equity,Kia Corp
UTHR UW Equity,United Therapeutics Corp
AKZA NA Equity,Akzo Nobel NV
WLN FP Equity,Worldline SA/France
1605 JT Equity,Inpex Corp
BT/A LN Equity,BT Group PLC
LBRDK UW Equity,Liberty Broadband Corp
WEGE3 BS Equity,WEG SA
RRX UN Equity,Regal Rexnord Corp
BLDR UN Equity,Builders FirstSource Inc
105560 KP Equity,KB Financial Group Inc
2002 TT Equity,China Steel Corp
BXB AT Equity,Brambles Ltd
WTRG UN Equity,Essential Utilities Inc
NCM AT Equity,Newcrest Mining Ltd
BJ UN Equity,BJ's Wholesale Club Holdings Inc
TLSDA AT Equity,Telstra Group Ltd
BEI GY Equity,Beiersdorf AG
1928 JT Equity,Sekisui House Ltd
VFC UN Equity,VF Corp
IMO CT Equity,Imperial Oil Ltd
1088 HK Equity,China Shenhua Energy Co Ltd
EPIA SS Equity,Epiroc AB
HSIC UW Equity,Henry Schein Inc
BAER SE Equity,Julius Baer Group Ltd
PARA UW Equity,Paramount Global
QGEN UN Equity,QIAGEN NV
8604 JT Equity,Nomura Holdings Inc
600276 C1 Equity,Jiangsu Hengrui Medicine Co Ltd
6723 JT Equity,Renesas Electronics Corp
EMN UN Equity,Eastman Chemical Co
REG UW Equity,Regency Centers Corp
EWBC UW Equity,East West Bancorp Inc
DELL UN Equity,Dell Technologies Inc
HNR1 GY Equity,Hannover Rueck SE
SBK SJ Equity,Standard Bank Group Ltd
603288 C1 Equity,Foshan Haitian Flavouring & Food Co Ltd
AFG UN Equity,American Financial Group Inc/OH
CCO CT Equity,Cameco Corp
DECK UN Equity,Deckers Outdoor Corp
CE UN Equity,Celanese Corp
6160 HK Equity,BeiGene Ltd
7270 JT Equity,Subaru Corp
DOCU UW Equity,DocuSign Inc
TEVA UN Equity,Teva Pharmaceutical Industries Ltd
2886 TT Equity,Mega Financial Holding Co Ltd
RGA UN Equity,Reinsurance Group of America Inc
1216 TT Equity,Uni-President Enterprises Corp
WPP LN Equity,WPP PLC
1113 HK Equity,CK Asset Holdings Ltd
ITSA4 BS Equity,Itausa SA
6857 JT Equity,Advantest Corp
COIN UW Equity,Coinbase Global Inc
SHL AT Equity,Sonic Healthcare Ltd
VST UN Equity,Vistra Corp
002352 C2 Equity,SF Holding Co Ltd
AKRBP NO Equity,Aker BP ASA
ZEN UN Equity,Zendesk Inc
RGEN UW Equity,Repligen Corp
BKI UN Equity,Black Knight Inc
SWAV UW Equity,Shockwave Medical Inc
1288 HK Equity,Agricultural Bank of China Ltd
BSFR AB Equity,Banque Saudi Fransi
TFX UN Equity,Teleflex Inc
SRPT UW Equity,Sarepta Therapeutics Inc
DANSKE DC Equity,Danske Bank A/S
IIB IS Equity,IndusInd Bank Ltd
PLUG UR Equity,Plug Power Inc
9101 JT Equity,Nippon Yusen KK
SCB TB Equity,SCB X PCL
8309 JT Equity,Sumitomo Mitsui Trust Holdings Inc
ALPHADHA DH Equity,Alpha Dhabi Holding PJSC
AXON UW Equity,Axon Enterprise Inc
JNPR UN Equity,Juniper Networks Inc
FOXA UW Equity,Fox Corp
INF LN Equity,Informa PLC
HEI/A UN Equity,HEICO Corp
8308 JT Equity,Resona Holdings Inc
ARX CT Equity,ARC Resources Ltd
SCI UN Equity,Service Corp International/US
035720 KP Equity,Kakao Corp
4528 JT Equity,Ono Pharmaceutical Co Ltd
SBNY UW Equity,Signature Bank/New York NY
IHG LN Equity,InterContinental Hotels Group PLC
HLMA LN Equity,Halma PLC
MTX GY Equity,MTU Aero Engines AG
WBS UN Equity,Webster Financial Corp
AMH UN Equity,American Homes 4 Rent
4307 JT Equity,Nomura Research Institute Ltd
SRT3 GY Equity,Sartorius AG
UCB BB Equity,UCB SA
MONC IM Equity,Moncler SpA
ARMK UN Equity,Aramark
AR UN Equity,Antero Resources Corp
6645 JT Equity,Omron Corp
9613 JT Equity,NTT Data Corp
857 HK Equity,PetroChina Co Ltd
BNR GY Equity,Brenntag SE
MKTX UW Equity,MarketAxess Holdings Inc
2884 TT Equity,E.Sun Financial Holding Co Ltd
KMX UN Equity,CarMax Inc
WSC UR Equity,WillScot Mobile Mini Holdings Corp
QRVO UW Equity,Qorvo Inc
WMS UN Equity,Advanced Drainage Systems Inc
TRN IM Equity,Terna - Rete Elettrica Nazionale
DINO UN Equity,HF Sinclair Corp
2688 HK Equity,ENN Energy Holdings Ltd
4684 JT Equity,Obic Co Ltd
INVEA SS Equity,Investor AB
KBANK TB Equity,Kasikornbank PCL
1093 HK Equity,CSPC Pharmaceutical Group Ltd
SPX LN Equity,Spirax-Sarco Engineering PLC
9633 HK Equity,Nongfu Spring Co Ltd
BEKE UN Equity,KE Holdings Inc
TAP UN Equity,Molson Coors Beverage Co
FFIV UW Equity,F5 Inc
ROL UN Equity,Rollins Inc
CMA UN Equity,Comerica Inc
PHM UN Equity,PulteGroup Inc
ATGL IS Equity,Adani Total Gas Ltd
300059 C2 Equity,East Money Information Co Ltd
G UN Equity,Genpact Ltd
EMIRATES DB Equity,Emirates NBD Bank PJSC
PAH3 GY Equity,Porsche Automobil Holding SE
EDF FP Equity,Electricite de France SA
SUN AT Equity,Suncorp Group Ltd
PCTY UW Equity,Paylocity Holding Corp
SCG AT Equity,Scentre Group
ASII IJ Equity,Astra International Tbk PT
REXR UN Equity,Rexford Industrial Realty Inc
2015 HK Equity,Li Auto Inc
HAS UW Equity,Hasbro Inc
SNAP UN Equity,Snap Inc
GCARSOA1 MF Equity,Grupo Carso SAB de CV
NOV UN Equity,NOV Inc
DIB DB Equity,Dubai Islamic Bank PJSC
FRE GY Equity,Fresenius SE & Co KGaA
BWA UN Equity,BorgWarner Inc
KPN NA Equity,Koninklijke KPN NV
LSI UN Equity,Life Storage Inc
2882 TT Equity,Cathay Financial Holding Co Ltd
MTN SJ Equity,MTN Group Ltd
2628 HK Equity,China Life Insurance Co Ltd
CUBE UN Equity,CubeSmart
MTN UN Equity,Vail Resorts Inc
EBS AV Equity,Erste Group Bank AG
9021 JT Equity,West Japan Railway Co
3407 JT Equity,Asahi Kasei Corp
9202 JT Equity,ANA Holdings Inc
3 HK Equity,Hong Kong & China Gas Co Ltd
SRG IM Equity,Snam SpA
CDAY UN Equity,Ceridian HCM Holding Inc
CFR UN Equity,Cullen/Frost Bankers Inc
600030 C1 Equity,CITIC Securities Co Ltd
NEST IS Equity,Nestle India Ltd
STOR UN Equity,STORE Capital Corp
WRK UN Equity,Westrock Co
WSO UN Equity,Watsco Inc
FLEX UW Equity,Flex Ltd
CZR UW Equity,Caesars Entertainment Inc
CBK GY Equity,Commerzbank AG
ALLE UN Equity,Allegion plc
CPU AT Equity,Computershare Ltd
PRY IM Equity,Prysmian SpA
JAZZ UW Equity,Jazz Pharmaceuticals PLC
SGE LN Equity,Sage Group PLC/The
MARK QD Equity,Masraf Al Rayan QSC
OC UN Equity,Owens Corning
UTCEM IS Equity,UltraTech Cement Ltd
EN FP Equity,Bouygues SA
CASY UW Equity,Casey's General Stores Inc
TATA IS Equity,Tata Steel Ltd
6701 JT Equity,NEC Corp
BRBY LN Equity,Burberry Group PLC
MNDI LN Equity,Mondi PLC
COH AT Equity,Cochlear Ltd
601668 C1 Equity,China State Construction Engineering Corp Ltd
BIO UN Equity,Bio-Rad Laboratories Inc
AIZ UN Equity,Assurant Inc
PSON LN Equity,Pearson PLC
OKTA UW Equity,Okta Inc
ASX AT Equity,ASX Ltd
BURL UN Equity,Burlington Stores Inc
LNC UN Equity,Lincoln National Corp
NTGY SQ Equity,Naturgy Energy Group SA
STERV FH Equity,Stora Enso Oyj
ENT LN Equity,Entain PLC
600438 C1 Equity,Tongwei Co Ltd
FBK IM Equity,FinecoBank Banca Fineco SpA
000001 C2 Equity,Ping An Bank Co Ltd
NHY NO Equity,Norsk Hydro ASA
373220 KP Equity,LG Energy Solution Ltd
ERF FP Equity,Eurofins Scientific SE
MANH UW Equity,Manhattan Associates Inc
6869 JT Equity,Sysmex Corp
9201 JT Equity,Japan Airlines Co Ltd
LEA UN Equity,Lear Corp
JBL UN Equity,Jabil Inc
PSTG UN Equity,Pure Storage Inc
ALLY UN Equity,Ally Financial Inc
601225 C1 Equity,Shaanxi Coal Industry Co Ltd
291 HK Equity,China Resources Beer Holdings Co Ltd
CCL UN Equity,Carnival Corp
MIN AT Equity,Mineral Resources Ltd
3711 TT Equity,ASE Technology Holding Co Ltd
RHI UN Equity,Robert Half International Inc
AOT TB Equity,Airports of Thailand PCL
ACWA AB Equity,ACWA Power Co
2892 TT Equity,First Financial Holding Co Ltd
6988 JT Equity,Nitto Denko Corp
UNM UN Equity,Unum Group
VIFN SE Equity,Vifor Pharma AG
002304 C2 Equity,Jiangsu Yanghe Brewery Joint-Stock Co Ltd
WSM UN Equity,Williams-Sonoma Inc
TFII CT Equity,TFI International Inc
TTMT IS Equity,Tata Motors Ltd
MAY MK Equity,Malayan Banking Bhd
600000 C1 Equity,Shanghai Pudong Development Bank Co Ltd
JLL UN Equity,Jones Lang LaSalle Inc
BOL SS Equity,Boliden AB
LAMR UW Equity,Lamar Advertising Co
BDMS TB Equity,Bangkok Dusit Medical Services PCL
SUZB3 BS Equity,Suzano SA
300015 C2 Equity,Aier Eye Hospital Group Co Ltd
NTPC IS Equity,NTPC Ltd
PLS AT Equity,Pilbara Minerals Ltd
TPR UN Equity,Tapestry Inc
5802 JT Equity,Sumitomo Electric Industries Ltd
LECO UW Equity,Lincoln Electric Holdings Inc
AENA SQ Equity,Aena SME SA
6201 JT Equity,Toyota Industries Corp
SCAB SS Equity,Svenska Cellulosa AB SCA
SM PM Equity,SM Investments Corp
002475 C2 Equity,Luxshare Precision Industry Co Ltd
ALBI AB Equity,Bank AlBilad
2801 JT Equity,Kikkoman Corp
IAG AT Equity,Insurance Australia Group Ltd
CBSH UW Equity,Commerce Bancshares Inc/MO
JSTL IS Equity,JSW Steel Ltd
IGO AT Equity,IGO Ltd
600048 C1 Equity,Poly Developments and Holdings Group Co Ltd
AGN NA Equity,Aegon NV
KNX UN Equity,Knight-Swift Transportation Holdings Inc
ALFA SS Equity,Alfa Laval AB
KSP ID Equity,Kingspan Group PLC
SIPCHEM AB Equity,Sahara International Petrochemical Co
OTEX CT Equity,Open Text Corp
H CT Equity,Hydro One Ltd
FIVE UW Equity,Five Below Inc
DELTA TB Equity,Delta Electronics Thailand PCL
GTLS UN Equity,Chart Industries Inc
CLF UN Equity,Cleveland-Cliffs Inc
MTDR UN Equity,Matador Resources Co
603259 C1 Equity,WuXi AppTec Co Ltd
ZION UW Equity,Zions Bancorp NA
SWN UN Equity,Southwestern Energy Co
LII UN Equity,Lennox International Inc
CGNX UW Equity,Cognex Corp
BSY UW Equity,Bentley Systems Inc
APA AT Equity,APA Group
OHI UN Equity,Omega Healthcare Investors Inc
LOGN SE Equity,Logitech International SA
PNW UN Equity,Pinnacle West Capital Corp
DIM FP Equity,Sartorius Stedim Biotech
HMB SS Equity,H & M Hennes & Mauritz AB
012330 KP Equity,Hyundai Mobis Co Ltd
FBHS UN Equity,Fortune Brands Home & Security Inc
FRT UN Equity,Federal Realty Investment Trust
PFGC UN Equity,Performance Food Group Co
CBQK QD Equity,Commercial Bank PSQC/The
YAR NO Equity,Yara International ASA
ZTO UN Equity,ZTO Express Cayman Inc
GBLB BB Equity,Groupe Bruxelles Lambert NV
WHR UN Equity,Whirlpool Corp
TRYG DC Equity,Tryg A/S
BIRG ID Equity,Bank of Ireland Group PLC
TTEK UW Equity,Tetra Tech Inc
300274 C2 Equity,Sungrow Power Supply Co Ltd
P911 GY Equity,Dr Ing hc F Porsche AG
IBKR UW Equity,Interactive Brokers Group Inc
WN CT Equity,George Weston Ltd
3402 JT Equity,Toray Industries Inc
SOL SJ Equity,Sasol Ltd
NXST UW Equity,Nexstar Media Group Inc
600887 C1 Equity,Inner Mongolia Yili Industrial Group Co Ltd
9104 JT Equity,Mitsui OSK Lines Ltd
HR UN Equity,Healthcare Realty Trust Inc
PWGR IS Equity,Power Grid Corp of India Ltd
CPALL TB Equity,CP ALL PCL
5880 TT Equity,Taiwan Cooperative Financial Holding Co Ltd
3659 JT Equity,Nexon Co Ltd
LCID UW Equity,Lucid Group Inc
AA UN Equity,Alcoa Corp
AQN CT Equity,Algonquin Power & Utilities Corp
EXO NA Equity,EXOR NV
GLOB UN Equity,Globant SA
CCEP UW Equity,Coca-Cola Europacific Partners PLC
SW FP Equity,Sodexo SA
CA FP Equity,Carrefour SA
MUR UN Equity,Murphy Oil Corp
GNRC UN Equity,Generac Holdings Inc
AGCO UN Equity,AGCO Corp
RBA CT Equity,Ritchie Bros Auctioneers Inc
2885 TT Equity,Yuanta Financial Holding Co Ltd
CCL/B CT Equity,CCL Industries Inc
UU/ LN Equity,United Utilities Group PLC
TECHM IS Equity,Tech Mahindra Ltd
7701 JT Equity,Shimadzu Corp
NNN UN Equity,National Retail Properties Inc
MIDD UW Equity,Middleby Corp/The
BVI FP Equity,Bureau Veritas SA
ACHC UW Equity,Acadia Healthcare Co Inc
MASI UW Equity,Masimo Corp
BPAC11 BS Equity,Banco BTG Pactual SA
TEN IM Equity,Tenaris SA
WAL UN Equity,Western Alliance Bancorp
ADSEZ IS Equity,Adani Ports & Special Economic Zone Ltd
BBWI UN Equity,Bath & Body Works Inc
OGE UN Equity,OGE Energy Corp
MAT UW Equity,Mattel Inc
CHDN UW Equity,Churchill Downs Inc
9531 JT Equity,Tokyo Gas Co Ltd
5871 TT Equity,Chailease Holding Co Ltd
601328 C1 Equity,Bank of Communications Co Ltd
PDCE UW Equity,PDC Energy Inc
OLN UN Equity,Olin Corp
2267 JT Equity,Yakult Honsha Co Ltd
8015 JT Equity,Toyota Tsusho Corp
